,Price,Apartment type,Metro station,Minutes to metro,Region,Number of rooms,Area,Living area,Kitchen area,Floor,Number of floors,Renovation,Ring,Area_to_rooms
8454,47900000.0,Secondary,Раменки,9.0,Moscow,3,101.2,54.0,20.0,4,28,Without renovation,Third_ring,33.733333333333334
8455,21500000.0,Secondary,Академическая,16.0,Moscow,3,66.8,43.3,9.4,12,14,Without renovation,Third_ring,22.266666666666666
8456,14950000.0,Secondary,Выхино,9.0,Moscow,3,59.6,17.5,10.0,4,9,Designer,Beyond_rings,19.866666666666667
8459,19000000.0,Secondary,Братиславская,18.0,Moscow,3,74.5,40.1,11.0,6,17,European-style renovation,Beyond_rings,24.833333333333332
8461,16500000.0,Secondary,Планерная,24.0,Moscow,3,63.0,46.0,7.0,9,12,Cosmetic,Beyond_rings,21.0
8462,15300000.0,Secondary,Ботанический сад,8.0,Moscow,3,58.7,43.1,6.0,9,9,European-style renovation,Third_ring,19.566666666666666
8463,25000000.0,Secondary,Беговая,11.0,Moscow,3,86.0,57.2,10.1,2,6,Cosmetic,Second_ring,28.666666666666668
8464,21000000.0,Secondary,Братиславская,6.0,Moscow,3,81.5,43.1,12.0,8,17,European-style renovation,Beyond_rings,27.166666666666668
8465,34990000.0,Secondary,Новые Черемушки,12.0,Moscow,3,112.0,63.4,7.0,5,13,Cosmetic,Beyond_rings,37.333333333333336
8466,18000000.0,Secondary,Пыхтино,16.0,Moscow,3,76.0,40.6,11.7,11,17,European-style renovation,Beyond_rings,25.333333333333332
8467,18000000.0,Secondary,Пятницкое шоссе,12.0,Moscow,3,74.8,39.3,11.0,12,16,European-style renovation,Beyond_rings,24.933333333333334
8468,42705000.0,Secondary,ЗИЛ,21.0,Moscow,3,82.6,43.9,13.5,4,15,Without renovation,Second_ring,27.53333333333333
8469,44503000.0,Secondary,ЗИЛ,21.0,Moscow,3,90.3,47.8,14.1,5,16,Without renovation,Second_ring,30.099999999999998
8470,44895000.0,Secondary,ЗИЛ,21.0,Moscow,3,90.3,47.8,14.1,7,15,Without renovation,Second_ring,30.099999999999998
8471,45479000.0,Secondary,ЗИЛ,21.0,Moscow,3,90.3,47.8,14.1,10,15,Without renovation,Second_ring,30.099999999999998
8472,45778000.0,Secondary,ЗИЛ,21.0,Moscow,3,90.1,47.7,14.1,12,15,Without renovation,Second_ring,30.03333333333333
8484,22000000.0,Secondary,Савеловская,10.0,Moscow,3,66.0,38.6,9.5,6,9,Without renovation,Beyond_rings,22.0
8485,44754000.0,Secondary,ЗИЛ,12.0,Moscow,3,86.5,45.9,13.8,19,22,Without renovation,Second_ring,28.833333333333332
8486,43718000.0,Secondary,ЗИЛ,12.0,Moscow,3,97.6,51.5,14.7,11,22,Without renovation,Second_ring,32.53333333333333
8487,44253000.0,Secondary,ЗИЛ,12.0,Moscow,3,98.0,51.7,14.7,14,22,Without renovation,Second_ring,32.666666666666664
8488,44340000.0,Secondary,ЗИЛ,12.0,Moscow,3,97.8,51.6,14.7,15,22,Without renovation,Second_ring,32.6
8489,25000000.0,Secondary,Солнцево,11.0,Moscow,3,74.3,39.7,12.8,8,18,Designer,Beyond_rings,24.766666666666666
8490,44917000.0,Secondary,ЗИЛ,12.0,Moscow,3,97.5,51.4,14.7,20,22,Without renovation,Second_ring,32.5
8491,46809000.0,Secondary,ЗИЛ,12.0,Moscow,3,89.8,47.5,14.1,18,22,Without renovation,Second_ring,29.933333333333334
8492,43940000.0,Secondary,ЗИЛ,12.0,Moscow,3,97.8,51.6,14.7,12,22,Without renovation,Second_ring,32.6
8493,44211000.0,Secondary,ЗИЛ,12.0,Moscow,3,97.8,51.6,14.7,13,22,Without renovation,Second_ring,32.6
8494,44655000.0,Secondary,ЗИЛ,12.0,Moscow,3,97.7,51.5,14.7,17,22,Without renovation,Second_ring,32.56666666666667
8495,44657000.0,Secondary,ЗИЛ,12.0,Moscow,3,97.9,51.6,14.7,16,22,Without renovation,Second_ring,32.63333333333333
8496,47563000.0,Secondary,ЗИЛ,12.0,Moscow,3,93.7,49.5,14.4,15,22,Without renovation,Second_ring,31.233333333333334
8498,48079000.0,Secondary,ЗИЛ,12.0,Moscow,3,93.6,49.5,14.4,20,22,Without renovation,Second_ring,31.2
8499,47854000.0,Secondary,ЗИЛ,12.0,Moscow,3,93.8,49.6,14.4,17,22,Without renovation,Second_ring,31.266666666666666
8500,48121000.0,Secondary,ЗИЛ,12.0,Moscow,3,97.8,51.6,14.7,21,22,Without renovation,Second_ring,32.6
8505,35000000.0,Secondary,Говорово,9.0,Moscow,3,130.0,54.0,12.0,1,25,European-style renovation,Beyond_rings,43.333333333333336
8509,37542000.0,Secondary,ЗИЛ,18.0,Moscow,3,89.4,47.3,14.0,5,16,European-style renovation,Second_ring,29.8
8510,37695000.0,Secondary,ЗИЛ,18.0,Moscow,3,89.4,47.3,14.0,6,16,European-style renovation,Second_ring,29.8
8512,32443000.0,Secondary,ЗИЛ,16.0,Moscow,3,81.3,43.2,13.4,8,7,European-style renovation,Second_ring,27.099999999999998
8513,13200000.0,Secondary,Отрадное,12.0,Moscow,3,53.0,34.0,6.2,6,9,Cosmetic,Beyond_rings,17.666666666666668
8514,19600000.0,Secondary,Лухмановская,10.0,Moscow,3,76.2,44.8,13.1,6,12,European-style renovation,Beyond_rings,25.400000000000002
8515,17500000.0,Secondary,Бульвар Адмирала Ушакова,4.0,Moscow,3,74.3,45.8,10.1,8,14,Cosmetic,Beyond_rings,24.766666666666666
8516,37426000.0,Secondary,ЗИЛ,15.0,Moscow,3,82.9,44.0,13.5,7,16,European-style renovation,Second_ring,27.633333333333336
8517,39012000.0,Secondary,ЗИЛ,15.0,Moscow,3,87.8,46.5,13.9,7,16,Without renovation,Second_ring,29.266666666666666
8518,31533000.0,Secondary,ЗИЛ,22.0,Moscow,3,75.6,40.4,12.9,6,15,European-style renovation,Second_ring,25.2
8519,31662000.0,Secondary,ЗИЛ,22.0,Moscow,3,75.6,40.4,12.9,7,15,European-style renovation,Second_ring,25.2
8520,31791000.0,Secondary,ЗИЛ,22.0,Moscow,3,75.6,40.4,12.9,8,15,European-style renovation,Second_ring,25.2
8521,31920000.0,Secondary,ЗИЛ,22.0,Moscow,3,75.6,40.4,12.9,9,15,European-style renovation,Second_ring,25.2
8522,31955000.0,Secondary,ЗИЛ,22.0,Moscow,3,83.5,44.3,13.5,2,15,European-style renovation,Second_ring,27.833333333333332
8523,33310000.0,Secondary,ЗИЛ,22.0,Moscow,3,75.3,40.2,12.9,12,15,European-style renovation,Second_ring,25.099999999999998
8524,33438000.0,Secondary,ЗИЛ,22.0,Moscow,3,75.3,40.2,12.9,13,15,European-style renovation,Second_ring,25.099999999999998
8526,33566000.0,Secondary,ЗИЛ,22.0,Moscow,3,75.3,40.2,12.9,14,15,European-style renovation,Second_ring,25.099999999999998
8527,34909000.0,Secondary,ЗИЛ,22.0,Moscow,3,86.3,45.8,13.8,3,15,European-style renovation,Second_ring,28.766666666666666
8528,37290000.0,Secondary,ЗИЛ,22.0,Moscow,3,86.1,45.7,13.8,12,15,European-style renovation,Second_ring,28.7
8530,37352000.0,Secondary,ЗИЛ,22.0,Moscow,3,86.1,45.7,13.8,13,15,European-style renovation,Second_ring,28.7
8531,37610000.0,Secondary,ЗИЛ,22.0,Moscow,3,86.1,45.7,13.8,14,15,European-style renovation,Second_ring,28.7
8532,39225000.0,Secondary,ЗИЛ,22.0,Moscow,3,82.3,43.7,13.4,3,15,Without renovation,Second_ring,27.433333333333334
8533,41433000.0,Secondary,ЗИЛ,22.0,Moscow,3,86.1,45.7,13.8,15,15,Without renovation,Second_ring,28.7
8534,35406000.0,Secondary,ЗИЛ,22.0,Moscow,3,86.3,45.8,13.8,4,15,European-style renovation,Second_ring,28.766666666666666
8535,36556000.0,Secondary,ЗИЛ,18.0,Moscow,3,86.2,45.7,13.8,3,16,European-style renovation,Second_ring,28.733333333333334
8536,36706000.0,Secondary,ЗИЛ,18.0,Moscow,3,86.0,45.6,13.8,4,16,European-style renovation,Second_ring,28.666666666666668
8537,36876000.0,Secondary,ЗИЛ,18.0,Moscow,3,86.1,45.7,13.8,5,16,European-style renovation,Second_ring,28.7
8538,37194000.0,Secondary,ЗИЛ,18.0,Moscow,3,86.0,45.6,13.8,6,16,European-style renovation,Second_ring,28.666666666666668
8539,38356000.0,Secondary,ЗИЛ,18.0,Moscow,3,86.2,45.7,13.8,8,16,European-style renovation,Second_ring,28.733333333333334
8546,12500000.0,Secondary,Планерная,14.0,Moscow,3,51.3,34.0,6.3,4,9,Cosmetic,Beyond_rings,17.099999999999998
8558,29400000.0,Secondary,Ботанический сад,21.0,Moscow,3,74.0,43.1,11.8,8,19,European-style renovation,Third_ring,24.666666666666668
8559,22500000.0,Secondary,Измайлово,9.0,Moscow,3,80.0,52.5,9.0,6,10,Cosmetic,Third_ring,26.666666666666668
8561,14250000.0,Secondary,Беломорская,15.0,Moscow,3,60.0,40.2,6.0,9,9,Cosmetic,Beyond_rings,20.0
8563,27000000.0,Secondary,Тропарево,11.0,Moscow,3,86.0,45.0,12.0,12,17,Cosmetic,Beyond_rings,28.666666666666668
8564,15999000.0,Secondary,Новопеределкино,17.0,Moscow,3,74.0,45.0,10.0,5,17,Cosmetic,Beyond_rings,24.666666666666668
8565,13500000.0,Secondary,Кунцевская,10.0,Moscow,3,56.7,41.2,5.5,1,5,Cosmetic,Third_ring,18.900000000000002
8566,17900000.0,Secondary,Угрешская,9.0,Moscow,3,55.1,34.0,11.0,2,30,Without renovation,Second_ring,18.366666666666667
8567,19500000.0,Secondary,Дмитровская,13.0,Moscow,3,62.7,45.0,6.6,9,12,Cosmetic,Third_ring,20.900000000000002
8569,20000000.0,Secondary,Коптево,11.0,Moscow,3,76.0,46.0,10.0,2,14,Cosmetic,Third_ring,25.333333333333332
8570,17200000.0,Secondary,Домодедовская,9.0,Moscow,3,61.4,43.9,6.4,6,12,Cosmetic,Beyond_rings,20.466666666666665
8571,17200000.0,Secondary,Коптево,21.0,Moscow,3,67.4,47.0,8.0,9,16,Cosmetic,Third_ring,22.46666666666667
8572,29200000.0,Secondary,Красносельская,3.0,Moscow,3,78.0,55.0,10.0,3,8,European-style renovation,Second_ring,26.0
8573,17990000.0,Secondary,Нижегородская,15.0,Moscow,3,83.7,59.0,9.0,5,9,European-style renovation,Second_ring,27.900000000000002
8574,32000000.0,Secondary,Нагатинский Затон,15.0,Moscow,3,65.0,35.0,12.0,10,15,European-style renovation,Third_ring,21.666666666666668
8575,22000000.0,Secondary,Пролетарская,11.0,Moscow,3,62.1,42.8,7.1,11,12,Cosmetic,Second_ring,20.7
8576,30000000.0,Secondary,Марксистская,11.0,Moscow,3,65.3,39.5,8.3,4,12,European-style renovation,Sadovoe,21.766666666666666
8577,24500000.0,Secondary,Дубровка,12.0,Moscow,3,74.9,50.0,12.0,3,6,Cosmetic,Second_ring,24.96666666666667
8578,14990000.0,Secondary,Рязанский проспект,8.0,Moscow,3,63.0,34.0,9.0,3,12,Without renovation,Beyond_rings,21.0
8580,14000000.0,Secondary,Яхромская,19.0,Moscow,3,64.0,46.0,7.8,3,16,Without renovation,Beyond_rings,21.333333333333332
8581,16365000.0,Secondary,Трикотажная,23.0,Moscow,3,58.0,31.5,11.4,5,9,Cosmetic,Beyond_rings,19.333333333333332
8582,24500000.0,Secondary,Народное Ополчение,12.0,Moscow,3,75.0,55.0,9.0,4,17,European-style renovation,Third_ring,25.0
8583,23000000.0,Secondary,Окская,15.0,Moscow,3,75.0,45.0,10.0,9,30,European-style renovation,Beyond_rings,25.0
8586,42000000.0,Secondary,Шаболовская,8.0,Moscow,3,90.7,70.0,7.0,8,20,Designer,Second_ring,30.233333333333334
8588,25500000.0,Secondary,Беговая,12.0,Moscow,3,80.0,44.0,20.0,3,10,Without renovation,Second_ring,26.666666666666668
8591,18300000.0,Secondary,Лухмановская,10.0,Moscow,3,81.2,52.1,10.7,2,12,Cosmetic,Beyond_rings,27.066666666666666
8593,26849000.0,Secondary,Угрешская,8.0,Moscow,3,89.0,48.0,12.5,9,30,Without renovation,Second_ring,29.666666666666668
8594,32000000.0,Secondary,Достоевская,6.0,Moscow,3,74.0,51.7,8.0,15,15,European-style renovation,Second_ring,24.666666666666668
8595,20800000.0,Secondary,Щелковская,15.0,Moscow,3,84.0,44.6,13.6,10,17,European-style renovation,Beyond_rings,28.0
8597,15999999.0,Secondary,Озёрная,21.0,Moscow,3,66.4,38.0,12.0,2,5,Cosmetic,Beyond_rings,22.133333333333336
8599,13999000.0,Secondary,Юго-Восточная,15.0,Moscow,3,58.1,42.0,6.5,7,9,European-style renovation,Beyond_rings,19.366666666666667
8601,35000000.0,Secondary,Фили,15.0,Moscow,3,72.0,38.5,12.6,17,25,Designer,Third_ring,24.0
8602,18850000.0,Secondary,Братиславская,18.0,Moscow,3,77.6,41.4,9.0,16,16,Cosmetic,Beyond_rings,25.866666666666664
8603,26500000.0,Secondary,Люблино,18.0,Moscow,3,70.0,50.0,15.0,9,17,European-style renovation,Beyond_rings,23.333333333333332
8608,24500000.0,Secondary,Славянский бульвар,10.0,Moscow,3,73.4,44.3,10.0,6,24,Cosmetic,Third_ring,24.46666666666667
8611,23900000.0,Secondary,Верхние Лихоборы,7.0,Moscow,3,82.9,50.3,10.9,2,17,European-style renovation,Beyond_rings,27.633333333333336
8612,34500000.0,Secondary,Автозаводская,21.0,Moscow,3,73.0,35.0,12.9,6,32,Without renovation,Second_ring,24.333333333333332
8613,34500000.0,Secondary,Автозаводская,21.0,Moscow,3,73.0,35.0,12.9,10,32,Without renovation,Second_ring,24.333333333333332
8614,13600000.0,Secondary,Отрадное,12.0,Moscow,3,55.5,35.5,6.5,6,9,European-style renovation,Beyond_rings,18.5
8615,30500000.0,Secondary,Тверская,7.0,Moscow,3,52.3,34.0,8.7,1,6,Without renovation,Sadovoe,17.433333333333334
8616,13999000.0,Secondary,Щелковская,15.0,Moscow,3,60.0,39.0,6.0,3,9,Cosmetic,Beyond_rings,20.0
8617,18800000.0,Secondary,Волжская,11.0,Moscow,3,80.0,50.5,12.0,4,5,European-style renovation,Beyond_rings,26.666666666666668
8618,30500000.0,Secondary,Профсоюзная,7.0,Moscow,3,77.0,51.1,9.7,7,9,European-style renovation,Third_ring,25.666666666666668
8619,24000000.0,Secondary,Ломоносовский проспект,15.0,Moscow,3,69.2,47.5,8.0,7,8,European-style renovation,Third_ring,23.066666666666666
8620,23900000.0,Secondary,Верхние Лихоборы,6.0,Moscow,3,75.0,54.0,10.2,8,17,Designer,Beyond_rings,25.0
8621,21500000.0,Secondary,Красный Балтиец,17.0,Moscow,3,80.1,52.0,8.2,2,5,Cosmetic,Third_ring,26.7
8623,16799000.0,Secondary,Москворечье,16.0,Moscow,3,75.5,44.8,10.0,4,17,Cosmetic,Beyond_rings,25.166666666666668
8625,14500000.0,Secondary,Курьяново,12.0,Moscow,3,64.3,34.6,6.7,3,12,Cosmetic,Beyond_rings,21.433333333333334
8626,15000000.0,Secondary,Народное Ополчение,6.0,Moscow,3,57.3,39.0,7.0,1,5,Cosmetic,Third_ring,19.099999999999998
8627,45000000.0,Secondary,Белорусская,10.0,Moscow,3,95.8,70.5,19.5,2,8,European-style renovation,Sadovoe,31.933333333333334
8629,14300000.0,Secondary,Новогиреево,12.0,Moscow,3,58.3,43.4,6.0,3,9,Cosmetic,Beyond_rings,19.433333333333334
8635,31999999.0,Secondary,Университет,12.0,Moscow,3,79.7,53.3,9.0,7,9,Cosmetic,Third_ring,26.566666666666666
8640,23268015.0,Secondary,Площадь Ильича,8.0,Moscow,3,69.4,42.5,9.0,2,16,Without renovation,Second_ring,23.133333333333336
8641,28000000.0,Secondary,Октябрьское поле,10.0,Moscow,3,69.5,45.4,11.0,7,18,European-style renovation,Third_ring,23.166666666666668
8642,44990000.0,Secondary,Маяковская,6.0,Moscow,3,68.7,42.2,9.1,3,5,Without renovation,Sadovoe,22.900000000000002
8643,38000000.0,Secondary,Сокольники,21.0,Moscow,3,99.4,52.4,15.7,14,21,European-style renovation,Second_ring,33.13333333333333
8644,20900000.0,Secondary,Алексеевская,5.0,Moscow,3,65.1,46.9,8.0,5,16,Cosmetic,Third_ring,21.7
8645,35500000.0,Secondary,Давыдково,16.0,Moscow,3,90.0,58.0,15.0,1,5,European-style renovation,Third_ring,30.0
8647,25500000.0,Secondary,Октябрьское поле,25.0,Moscow,3,74.8,46.0,10.3,15,16,Cosmetic,Third_ring,24.933333333333334
8648,28700000.0,Secondary,Солнцево,8.0,Moscow,3,85.0,65.0,13.0,11,17,European-style renovation,Beyond_rings,28.333333333333332
8649,20000000.0,Secondary,Савеловская,17.0,Moscow,3,65.6,47.9,8.9,1,5,European-style renovation,Beyond_rings,21.866666666666664
8651,18500000.0,Secondary,Рязанский проспект,11.0,Moscow,3,70.8,43.5,12.0,3,23,European-style renovation,Beyond_rings,23.599999999999998
8652,20000000.0,Secondary,Красногвардейская,12.0,Moscow,3,78.0,41.6,13.1,2,18,European-style renovation,Beyond_rings,26.0
8654,21490000.0,Secondary,Измайловская,18.0,Moscow,3,74.0,48.0,9.4,3,5,European-style renovation,Beyond_rings,24.666666666666668
8655,10490000.0,Secondary,Улица Дмитриевского,17.0,Moscow,3,51.2,33.5,8.0,7,9,Cosmetic,Beyond_rings,17.066666666666666
8657,36900000.0,Secondary,Давыдково,20.0,Moscow,3,110.3,66.6,14.6,16,30,Without renovation,Third_ring,36.766666666666666
8658,22250000.0,Secondary,Депо,14.0,Moscow,3,74.7,36.0,10.0,11,17,European-style renovation,Beyond_rings,24.900000000000002
8659,30500000.0,Secondary,Тушинская,12.0,Moscow,3,97.3,54.7,16.0,16,21,Without renovation,Beyond_rings,32.43333333333333
8666,34980000.0,Secondary,Комсомольская,7.0,Moscow,3,92.0,76.0,10.0,4,6,Cosmetic,Beyond_rings,30.666666666666668
8667,28000000.0,Secondary,Бульвар Дмитрия Донского,13.0,Moscow,3,106.2,59.0,10.5,13,22,European-style renovation,Beyond_rings,35.4
8672,45000000.0,Secondary,Беговая,4.0,Moscow,3,87.0,42.0,12.0,11,32,Designer,Second_ring,29.0
8673,45000000.0,Secondary,Шаболовская,14.0,Moscow,3,108.9,60.0,20.0,17,22,Without renovation,Second_ring,36.300000000000004
8674,24350000.0,Secondary,Народное Ополчение,14.0,Moscow,3,76.3,50.0,10.0,10,23,Without renovation,Third_ring,25.433333333333334
8676,46000000.0,Secondary,Крестьянская застава,5.0,Moscow,3,93.0,50.0,9.8,7,14,Cosmetic,Beyond_rings,31.0
8677,39500000.0,Secondary,Белорусская,4.0,Moscow,3,68.0,44.0,14.0,4,12,Without renovation,Sadovoe,22.666666666666668
8678,22499999.0,Secondary,Улица Скобелевская,18.0,Moscow,3,67.4,36.2,14.0,16,26,European-style renovation,Beyond_rings,22.46666666666667
8679,32990000.0,Secondary,Парк культуры,7.0,Moscow,3,57.4,37.1,9.5,6,7,European-style renovation,Sadovoe,19.133333333333333
8680,40950000.0,Secondary,Университет,15.0,Moscow,3,76.0,52.0,20.0,2,10,Without renovation,Third_ring,25.333333333333332
8682,19490000.0,Secondary,Щербинка,11.0,Moscow,3,86.1,56.7,11.8,14,16,Designer,Beyond_rings,28.7
8684,12790000.0,Secondary,Депо,6.0,Moscow,3,56.2,37.4,6.0,4,9,Cosmetic,Beyond_rings,18.733333333333334
8685,25000000.0,Secondary,Ленинский проспект,3.0,Moscow,3,66.2,49.0,8.0,10,10,Cosmetic,Second_ring,22.066666666666666
8687,13000000.0,Secondary,Юго-Восточная,21.0,Moscow,3,64.1,43.9,8.0,5,16,Without renovation,Beyond_rings,21.366666666666664
8688,32500000.0,Secondary,Давыдково,20.0,Moscow,3,103.0,54.0,19.0,17,30,Without renovation,Third_ring,34.333333333333336
8689,14699000.0,Secondary,Теплый Стан,19.0,Moscow,3,65.1,47.0,8.0,10,16,European-style renovation,Beyond_rings,21.7
8690,17200000.0,Secondary,Бескудниково,12.0,Moscow,3,72.8,43.8,10.5,1,17,European-style renovation,Beyond_rings,24.266666666666666
8691,14500000.0,Secondary,Выхино,11.0,Moscow,3,60.0,42.0,6.5,10,12,Cosmetic,Beyond_rings,20.0
8692,22000000.0,Secondary,Савёловская,7.0,Moscow,3,60.5,40.0,8.0,2,6,Cosmetic,Second_ring,20.166666666666668
8694,14900000.0,Secondary,Ясенево,23.0,Moscow,3,50.0,35.0,6.0,2,9,Designer,Beyond_rings,16.666666666666668
8695,24000000.0,Secondary,Беломорская,11.0,Moscow,3,88.0,56.7,9.7,4,19,European-style renovation,Beyond_rings,29.333333333333332
8697,22500000.0,Secondary,Ховрино,3.0,Moscow,3,61.5,27.8,15.5,19,30,Without renovation,Beyond_rings,20.5
8698,16000000.0,Secondary,Белокаменная,26.0,Moscow,3,59.0,32.0,11.5,1,5,Cosmetic,Third_ring,19.666666666666668
8699,18100000.0,Secondary,Свиблово,6.0,Moscow,3,64.0,43.0,11.0,3,5,European-style renovation,Beyond_rings,21.333333333333332
8701,24500000.0,Secondary,Бульвар Рокоссовского,9.0,Moscow,3,77.8,48.6,11.1,5,22,Without renovation,Third_ring,25.933333333333334
8702,25200000.0,Secondary,Новогиреево,4.0,Moscow,3,79.6,42.9,9.2,4,14,European-style renovation,Beyond_rings,26.53333333333333
8704,20350000.0,Secondary,Говорово,6.0,Moscow,3,62.0,40.0,10.0,13,17,European-style renovation,Beyond_rings,20.666666666666668
8705,45000000.0,Secondary,Беговая,4.0,Moscow,3,86.7,60.0,15.0,11,32,Designer,Second_ring,28.900000000000002
8706,15000000.0,Secondary,Бульвар Рокоссовского,23.0,Moscow,3,57.3,39.7,5.7,4,9,Cosmetic,Third_ring,19.099999999999998
8707,18200000.0,Secondary,Шипиловская,5.0,Moscow,3,74.0,39.5,10.0,2,17,European-style renovation,Beyond_rings,24.666666666666668
8708,22000000.0,Secondary,Университет,7.0,Moscow,3,70.5,43.3,8.6,1,9,Cosmetic,Third_ring,23.5
8709,23000000.0,Secondary,Народное Ополчение,13.0,Moscow,3,77.7,44.5,15.0,20,24,European-style renovation,Third_ring,25.900000000000002
8711,20250000.0,Secondary,Кузьминки,9.0,Moscow,3,74.4,42.0,10.0,4,9,Cosmetic,Beyond_rings,24.8
8713,16500000.0,Secondary,Пражская,19.0,Moscow,3,72.0,48.8,6.9,9,16,Without renovation,Beyond_rings,24.0
8715,33300000.0,Secondary,Чертановская,9.0,Moscow,3,117.0,67.2,18.0,8,22,European-style renovation,Beyond_rings,39.0
8716,17500000.0,Secondary,Зюзино,7.0,Moscow,3,57.0,41.0,7.0,3,9,Designer,Third_ring,19.0
8717,14500000.0,Secondary,Окская,12.0,Moscow,3,63.5,43.0,9.5,1,12,European-style renovation,Beyond_rings,21.166666666666668
8718,21000000.0,Secondary,Кузьминки,18.0,Moscow,3,72.9,44.2,10.2,5,23,European-style renovation,Beyond_rings,24.3
8719,16500000.0,Secondary,Беломорская,19.0,Moscow,3,60.0,40.0,6.0,5,9,European-style renovation,Beyond_rings,20.0
8720,20000000.0,Secondary,Отрадное,13.0,Moscow,3,77.0,44.0,10.0,13,17,Cosmetic,Beyond_rings,25.666666666666668
8722,21500000.0,Secondary,Крылатское,21.0,Moscow,3,71.6,42.9,6.0,8,17,Without renovation,Beyond_rings,23.866666666666664
8726,25000000.0,Secondary,Бульвар Рокоссовского,20.0,Moscow,3,89.5,40.3,16.0,8,23,Designer,Third_ring,29.833333333333332
8727,20500000.0,Secondary,Достоевская,9.0,Moscow,3,58.5,42.9,6.0,2,9,Without renovation,Second_ring,19.5
8728,26000000.0,Secondary,Парк культуры,8.0,Moscow,3,56.4,30.6,6.0,2,8,Cosmetic,Sadovoe,18.8
8731,38000000.0,Secondary,Верхние Котлы,9.0,Moscow,3,74.7,43.9,10.0,10,16,European-style renovation,Second_ring,24.900000000000002
8732,22000000.0,Secondary,Октябрьская,7.0,Moscow,3,61.0,38.0,4.0,6,10,Without renovation,Sadovoe,20.333333333333332
8735,18650000.0,Secondary,Новые Черемушки,16.0,Moscow,3,60.0,40.5,6.0,3,9,Cosmetic,Beyond_rings,20.0
8739,13999000.0,Secondary,Рязанский проспект,11.0,Moscow,3,64.1,44.1,7.0,9,9,Cosmetic,Beyond_rings,21.366666666666664
8740,15900000.0,Secondary,Улица Горчакова,6.0,Moscow,3,74.0,46.2,10.6,5,16,Cosmetic,Beyond_rings,24.666666666666668
8741,13900000.0,Secondary,Улица Академика Янгеля,13.0,Moscow,3,57.7,31.3,7.0,8,9,Without renovation,Beyond_rings,19.233333333333334
8742,14450000.0,Secondary,Бибирево,14.0,Moscow,3,60.3,30.0,6.0,2,9,Cosmetic,Beyond_rings,20.099999999999998
8743,13700000.0,Secondary,Некрасовка,15.0,Moscow,3,72.9,47.1,8.4,3,19,Cosmetic,Beyond_rings,24.3
8744,32000000.0,Secondary,Маяковская,12.0,Moscow,3,65.1,45.6,10.3,9,9,Cosmetic,Sadovoe,21.7
8746,21000000.0,Secondary,Хорошёвская,10.0,Moscow,3,81.7,51.5,21.5,5,5,Cosmetic,Second_ring,27.233333333333334
8747,39000000.0,Secondary,Динамо,9.0,Moscow,3,75.7,40.0,5.0,7,19,Designer,Second_ring,25.233333333333334
8748,16700000.0,Secondary,Текстильщики,8.0,Moscow,3,66.2,44.0,10.4,9,12,European-style renovation,Third_ring,22.066666666666666
8749,26000000.0,Secondary,Медведково,10.0,Moscow,3,80.0,50.0,12.0,16,25,European-style renovation,Beyond_rings,26.666666666666668
8750,42950000.0,Secondary,Фили,26.0,Moscow,3,90.0,56.6,11.0,4,28,Without renovation,Third_ring,30.0
8751,24500000.0,Secondary,Новопеределкино,8.0,Moscow,3,90.2,48.3,18.2,6,23,Cosmetic,Beyond_rings,30.066666666666666
8752,19700000.0,Secondary,Сокольники,16.0,Moscow,3,69.0,48.0,8.0,4,6,European-style renovation,Second_ring,23.0
8753,17300000.0,Secondary,Преображенская площадь,4.0,Moscow,3,60.0,41.5,6.5,8,9,Cosmetic,Third_ring,20.0
8756,23300000.0,Secondary,Славянский бульвар,12.0,Moscow,3,71.7,48.9,7.1,4,19,Cosmetic,Third_ring,23.900000000000002
8757,27000000.0,Secondary,Динамо,8.0,Moscow,3,66.2,40.0,20.9,7,6,Without renovation,Second_ring,22.066666666666666
8758,40500000.0,Secondary,Мичуринский проспект,19.0,Moscow,3,75.0,40.1,12.8,17,23,European-style renovation,Third_ring,25.0
8759,15300000.0,Secondary,Рязанский проспект,10.0,Moscow,3,51.0,31.4,6.0,3,9,European-style renovation,Beyond_rings,17.0
8760,39000000.0,Secondary,Технопарк,14.0,Moscow,3,70.8,47.0,7.1,2,15,Without renovation,Third_ring,23.599999999999998
8761,22500000.0,Secondary,Саларьево,26.0,Moscow,3,74.0,39.7,13.5,22,22,Designer,Beyond_rings,24.666666666666668
8762,28600000.0,Secondary,Бульвар Рокоссовского,15.0,Moscow,3,76.0,43.2,15.8,12,18,European-style renovation,Third_ring,25.333333333333332
8763,17999000.0,Secondary,Крымская,7.0,Moscow,3,64.5,43.9,9.8,7,12,Cosmetic,Second_ring,21.5
8764,27840000.0,Secondary,Электрозаводская,17.0,Moscow,3,93.0,57.0,18.0,6,7,Without renovation,Second_ring,31.0
8765,20000000.0,Secondary,Электрозаводская,17.0,Moscow,3,62.5,42.0,10.0,6,7,Without renovation,Second_ring,20.833333333333332
8766,24000000.0,Secondary,Пионерская,10.0,Moscow,3,70.0,42.0,9.0,7,12,European-style renovation,Third_ring,23.333333333333332
8769,24000000.0,Secondary,Павшино,17.0,Moscow,3,88.0,43.1,14.1,3,25,European-style renovation,Beyond_rings,29.333333333333332
8770,17490000.0,Secondary,Коньково,8.0,Moscow,3,62.6,43.0,7.0,8,12,Cosmetic,Beyond_rings,20.866666666666667
