,Price,Apartment type,Metro station,Minutes to metro,Region,Number of rooms,Area,Living area,Kitchen area,Floor,Number of floors,Renovation,Ring,Area_to_rooms
8771,22500000.0,Secondary,Марьина Роща,8.0,Moscow,3,57.0,46.0,8.0,3,8,Designer,Second_ring,19.0
8772,15300000.0,Secondary,Медведково,9.0,Moscow,3,55.5,36.0,6.0,8,9,Cosmetic,Beyond_rings,18.5
8773,16000000.0,Secondary,Люблино,5.0,Moscow,3,61.2,39.5,8.0,4,9,European-style renovation,Beyond_rings,20.400000000000002
8774,32000000.0,Secondary,Проспект Вернадского,8.0,Moscow,3,75.5,45.0,8.8,13,17,European-style renovation,Third_ring,25.166666666666668
8775,43000000.0,Secondary,Измайлово,11.0,Moscow,3,107.3,60.0,19.0,18,29,European-style renovation,Third_ring,35.766666666666666
8776,21000000.0,Secondary,Сокол,12.0,Moscow,3,66.8,37.6,10.7,1,7,European-style renovation,Third_ring,22.266666666666666
8777,22800000.0,Secondary,Варшавская,10.0,Moscow,3,69.0,37.0,8.0,4,23,European-style renovation,Third_ring,23.0
8778,19400000.0,Secondary,Тестовская,12.0,Moscow,3,58.0,42.0,7.0,8,9,Cosmetic,Second_ring,19.333333333333332
8779,19200000.0,Secondary,Сетунь,20.0,Moscow,3,74.2,45.6,10.0,1,17,Designer,Beyond_rings,24.733333333333334
8780,17950000.0,Secondary,Коптево,22.0,Moscow,3,73.7,44.8,10.0,17,17,Cosmetic,Third_ring,24.566666666666666
8781,31000000.0,Secondary,Ломоносовский проспект,6.0,Moscow,3,68.0,49.3,8.0,4,8,European-style renovation,Third_ring,22.666666666666668
8782,38999000.0,Secondary,Университет,9.0,Moscow,3,82.8,56.3,9.0,5,10,European-style renovation,Third_ring,27.599999999999998
8784,14800000.0,Secondary,Бибирево,19.0,Moscow,3,61.6,39.6,7.7,12,12,European-style renovation,Beyond_rings,20.533333333333335
8785,21500000.0,Secondary,Шаболовская,9.0,Moscow,3,58.2,43.2,7.0,3,5,European-style renovation,Second_ring,19.400000000000002
8786,26500000.0,Secondary,Марьина Роща,14.0,Moscow,3,68.0,44.0,8.7,5,16,European-style renovation,Second_ring,22.666666666666668
8787,13500000.0,Secondary,Братиславская,15.0,Moscow,3,60.5,38.7,8.3,4,5,Without renovation,Beyond_rings,20.166666666666668
8788,28000000.0,Secondary,Фили,13.0,Moscow,3,65.0,35.0,20.0,9,16,European-style renovation,Third_ring,21.666666666666668
8791,37000000.0,Secondary,Угрешская,8.0,Moscow,3,86.0,54.0,15.0,8,30,Designer,Second_ring,28.666666666666668
8792,27000000.0,Secondary,Перово,8.0,Moscow,3,90.0,60.0,15.0,3,6,European-style renovation,Third_ring,30.0
8795,32000000.0,Secondary,Панфиловская,11.0,Moscow,3,82.0,53.0,9.0,3,8,European-style renovation,Third_ring,27.333333333333332
8796,27000000.0,Secondary,Мичуринский проспект,13.0,Moscow,3,66.1,44.2,4.4,5,20,Without renovation,Third_ring,22.03333333333333
8797,13000000.0,Secondary,Шипиловская,11.0,Moscow,3,48.9,34.5,5.9,6,9,Cosmetic,Beyond_rings,16.3
8798,28100000.0,Secondary,Стахановская,6.0,Moscow,3,83.0,40.0,21.0,12,15,European-style renovation,Beyond_rings,27.666666666666668
8799,16000000.0,Secondary,Беляево,15.0,Moscow,3,85.6,54.0,9.8,3,25,Without renovation,Beyond_rings,28.53333333333333
8801,18000000.0,Secondary,Гражданская,12.0,Moscow,3,64.1,43.4,9.7,1,14,Without renovation,Third_ring,21.366666666666664
8802,14800000.0,Secondary,Филатов Луг,15.0,Moscow,3,56.1,24.7,4.0,3,14,Cosmetic,Beyond_rings,18.7
8803,13100000.0,Secondary,Бабушкинская,12.0,Moscow,3,50.0,40.0,6.0,8,9,European-style renovation,Beyond_rings,16.666666666666668
8804,19970000.0,Secondary,Гражданская,17.0,Moscow,3,79.9,51.8,9.0,5,5,Cosmetic,Third_ring,26.633333333333336
8806,19950000.0,Secondary,Народное Ополчение,11.0,Moscow,3,75.1,46.1,10.2,4,16,Cosmetic,Third_ring,25.03333333333333
8807,15500000.0,Secondary,Дегунино,14.0,Moscow,3,64.8,45.7,6.6,9,12,Cosmetic,Beyond_rings,21.599999999999998
8808,38500000.0,Secondary,Терехово,10.0,Moscow,3,95.1,62.3,21.3,6,13,Without renovation,Third_ring,31.7
8815,41800000.0,Secondary,Динамо,9.0,Moscow,3,72.0,38.5,10.0,11,19,Designer,Second_ring,24.0
8817,17300000.0,Secondary,Водный стадион,5.0,Moscow,3,56.0,40.0,6.0,4,5,Cosmetic,Beyond_rings,18.666666666666668
8818,29000000.0,Secondary,Фонвизинская,9.0,Moscow,3,86.0,49.0,12.0,4,17,Cosmetic,Beyond_rings,28.666666666666668
8819,22000000.0,Secondary,Бескудниково,9.0,Moscow,3,74.6,51.2,9.2,5,15,Designer,Beyond_rings,24.866666666666664
8820,13900000.0,Secondary,Новогиреево,21.0,Moscow,3,57.0,41.0,6.0,4,9,Without renovation,Beyond_rings,19.0
8821,25550000.0,Secondary,Фонвизинская,12.0,Moscow,3,78.8,42.0,13.0,3,17,Cosmetic,Beyond_rings,26.266666666666666
8822,21000000.0,Secondary,Тропарево,7.0,Moscow,3,69.7,37.4,12.4,1,17,Designer,Beyond_rings,23.233333333333334
8823,16700000.0,Secondary,Яхромская,21.0,Moscow,3,74.0,45.0,9.0,1,14,Cosmetic,Beyond_rings,24.666666666666668
8825,47500000.0,Secondary,Проспект Мира,12.0,Moscow,3,125.4,62.0,15.0,1,10,Cosmetic,Beyond_rings,41.800000000000004
8828,17400000.0,Secondary,Отрадное,22.0,Moscow,3,76.5,42.8,9.0,11,22,Cosmetic,Beyond_rings,25.5
8829,17300000.0,Secondary,Стрешнево,16.0,Moscow,3,65.0,40.0,10.0,5,22,Without renovation,Third_ring,21.666666666666668
8831,24500000.0,Secondary,Фонвизинская,8.0,Moscow,3,76.8,53.0,13.0,12,17,Cosmetic,Beyond_rings,25.599999999999998
8833,24000000.0,Secondary,Электрозаводская,15.0,Moscow,3,79.7,55.0,6.6,3,12,European-style renovation,Second_ring,26.566666666666666
8834,11900000.0,Secondary,Выхино,23.0,Moscow,3,60.0,43.1,6.0,9,9,Without renovation,Beyond_rings,20.0
8835,14800000.0,Secondary,Курьяново,12.0,Moscow,3,64.3,45.4,6.7,3,12,Cosmetic,Beyond_rings,21.433333333333334
8837,32499999.0,Secondary,Ольховая,20.0,Moscow,3,127.2,64.6,22.3,5,8,Designer,Beyond_rings,42.4
8838,13700000.0,Secondary,Теплый Стан,26.0,Moscow,3,56.5,37.5,6.1,8,9,Cosmetic,Beyond_rings,18.833333333333332
8843,38000000.0,Secondary,Молодежная,16.0,Moscow,3,110.0,56.0,19.4,19,23,Designer,Beyond_rings,36.666666666666664
8845,13300000.0,Secondary,Пражская,13.0,Moscow,3,67.7,53.0,6.0,1,9,Cosmetic,Beyond_rings,22.566666666666666
8848,15500000.0,Secondary,Преображенская площадь,23.0,Moscow,3,59.3,43.0,6.0,7,9,Cosmetic,Third_ring,19.766666666666666
8849,16500000.0,Secondary,Домодедовская,4.0,Moscow,3,58.5,43.0,10.0,6,9,Cosmetic,Beyond_rings,19.5
8850,16000000.0,Secondary,Ясенево,18.0,Moscow,3,62.7,42.9,6.0,8,9,European-style renovation,Beyond_rings,20.900000000000002
8851,21000000.0,Secondary,Лефортово,14.0,Moscow,3,78.2,54.4,8.8,1,6,Cosmetic,Second_ring,26.066666666666666
8853,30500000.0,Secondary,Яхромская,8.0,Moscow,3,88.2,51.6,14.3,23,25,Without renovation,Beyond_rings,29.400000000000002
8854,29000000.0,Secondary,Молодежная,17.0,Moscow,3,77.9,47.0,10.0,3,14,Cosmetic,Beyond_rings,25.96666666666667
8855,15490000.0,Secondary,Щелковская,9.0,Moscow,3,61.0,39.5,8.1,6,9,Designer,Beyond_rings,20.333333333333332
8858,30000000.0,Secondary,Профсоюзная,10.0,Moscow,3,71.1,44.0,10.3,6,25,European-style renovation,Third_ring,23.7
8859,18840000.0,Secondary,Митино,6.0,Moscow,3,75.0,54.0,12.0,12,14,European-style renovation,Beyond_rings,25.0
8860,33000000.0,Secondary,Варшавская,11.0,Moscow,3,100.0,60.0,22.0,10,23,Designer,Third_ring,33.333333333333336
8861,19200000.0,Secondary,Трикотажная,25.0,Moscow,3,77.0,45.0,10.0,16,22,European-style renovation,Beyond_rings,25.666666666666668
8862,17150000.0,Secondary,Пятницкое шоссе,8.0,Moscow,3,79.0,46.0,10.2,2,17,Without renovation,Beyond_rings,26.333333333333332
8863,38500000.0,Secondary,Ленинский проспект,15.0,Moscow,3,73.4,39.2,10.0,7,9,Designer,Second_ring,24.46666666666667
8864,23000000.0,Secondary,Севастопольская,11.0,Moscow,3,73.8,47.9,9.1,7,14,Cosmetic,Third_ring,24.599999999999998
8865,15300000.0,Secondary,Стахановская,18.0,Moscow,3,64.5,44.6,9.2,5,12,Cosmetic,Beyond_rings,21.5
8866,28800000.0,Secondary,Новые Черемушки,14.0,Moscow,3,76.6,52.8,13.0,4,17,European-style renovation,Beyond_rings,25.53333333333333
8867,17500000.0,Secondary,Бибирево,9.0,Moscow,3,57.3,31.1,5.8,7,9,Cosmetic,Beyond_rings,19.099999999999998
8868,18500000.0,Secondary,Чертановская,8.0,Moscow,3,65.5,37.0,10.0,3,16,European-style renovation,Beyond_rings,21.833333333333332
8873,17499999.0,Secondary,Щукинская,22.0,Moscow,3,75.0,45.8,10.2,1,16,Cosmetic,Beyond_rings,25.0
8874,23999999.0,Secondary,Варшавская (Коломенское),14.0,Moscow,3,70.9,34.5,20.4,3,12,European-style renovation,Beyond_rings,23.633333333333336
8878,20000000.0,Secondary,Аминьевская,10.0,Moscow,3,70.0,42.6,20.0,18,25,Without renovation,Third_ring,23.333333333333332
8879,22900000.0,Secondary,Силикатная,15.0,Moscow,3,101.4,62.5,12.7,7,10,Designer,Beyond_rings,33.800000000000004
8883,17480000.0,Secondary,Марьино,13.0,Moscow,3,76.0,52.0,15.0,17,17,European-style renovation,Beyond_rings,25.333333333333332
8884,23500000.0,Secondary,Красносельская,4.0,Moscow,3,49.0,28.0,8.0,5,14,Designer,Second_ring,16.333333333333332
8885,24500000.0,Secondary,Немчиновка,18.0,Moscow,3,82.3,54.0,14.0,4,10,Without renovation,Beyond_rings,27.433333333333334
8886,19800000.0,Secondary,Багратионовская,4.0,Moscow,3,57.7,47.0,6.0,7,9,Cosmetic,Third_ring,19.233333333333334
8888,36000000.0,Secondary,Панфиловская,6.0,Moscow,3,83.0,54.3,9.8,2,9,Designer,Third_ring,27.666666666666668
8889,18500000.0,Secondary,Ольховая,25.0,Moscow,3,67.0,26.0,21.0,17,25,European-style renovation,Beyond_rings,22.333333333333332
8891,25000000.0,Secondary,Лермонтовский проспект,13.0,Moscow,3,74.0,60.0,10.5,13,14,Designer,Beyond_rings,24.666666666666668
8892,42000000.0,Secondary,ЦСКА,6.0,Moscow,3,88.0,60.0,15.0,16,32,Designer,Second_ring,29.333333333333332
8893,18990000.0,Secondary,Новопеределкино,20.0,Moscow,3,83.0,48.0,10.5,15,17,European-style renovation,Beyond_rings,27.666666666666668
8894,42500000.0,Secondary,Юго-Западная,11.0,Moscow,3,121.7,69.5,15.4,4,24,Without renovation,Beyond_rings,40.56666666666667
8895,18500000.0,Secondary,Новопеределкино,22.0,Moscow,3,78.0,41.6,10.5,11,17,Cosmetic,Beyond_rings,26.0
8897,14500000.0,Secondary,Щелковская,16.0,Moscow,3,65.3,43.0,7.2,2,9,Cosmetic,Beyond_rings,21.766666666666666
8898,45100000.0,Secondary,ВДНХ,13.0,Moscow,3,72.0,48.0,10.0,2,22,Designer,Third_ring,24.0
8899,26900000.0,Secondary,Бульвар Рокоссовского,15.0,Moscow,3,76.0,41.0,15.0,12,18,Designer,Third_ring,25.333333333333332
8901,25000000.0,Secondary,Прокшино,24.0,Moscow,3,80.6,38.0,10.0,5,13,Designer,Beyond_rings,26.866666666666664
8902,23900000.0,Secondary,Коньково,8.0,Moscow,3,72.0,45.0,8.0,8,17,Cosmetic,Beyond_rings,24.0
8905,14200000.0,Secondary,Белокаменная,25.0,Moscow,3,58.8,45.0,9.0,6,9,Cosmetic,Third_ring,19.599999999999998
8907,23000000.0,Secondary,Дмитровская,1.0,Moscow,3,77.1,48.5,11.1,5,6,Without renovation,Third_ring,25.7
8908,22500000.0,Secondary,Рассказовка,19.0,Moscow,3,83.9,50.0,14.0,13,17,European-style renovation,Beyond_rings,27.96666666666667
8909,13600000.0,Secondary,Лефортово,11.0,Moscow,3,54.2,35.9,5.5,2,9,Cosmetic,Second_ring,18.066666666666666
8910,16800000.0,Secondary,Отрадное,13.0,Moscow,3,59.5,37.6,6.0,2,9,Cosmetic,Beyond_rings,19.833333333333332
8912,34990000.0,Secondary,Хорошево,15.0,Moscow,3,89.1,51.9,12.0,16,18,Without renovation,Beyond_rings,29.7
8914,16990000.0,Secondary,Борисово,22.0,Moscow,3,75.3,48.2,10.6,9,22,European-style renovation,Beyond_rings,25.099999999999998
8915,11400000.0,Secondary,Выхино,16.0,Moscow,3,58.9,44.5,6.2,5,9,Without renovation,Beyond_rings,19.633333333333333
8917,11400000.0,Secondary,Новоясеневская,17.0,Moscow,3,48.8,35.0,6.0,8,9,Without renovation,Beyond_rings,16.266666666666666
8918,18250000.0,Secondary,Новаторская,19.0,Moscow,3,87.1,55.1,8.5,1,8,Without renovation,Third_ring,29.03333333333333
8919,45790000.0,Secondary,Фили,26.0,Moscow,3,97.7,66.0,22.0,10,28,Designer,Third_ring,32.56666666666667
8920,18800000.0,Secondary,Медведково,11.0,Moscow,3,65.6,40.0,8.5,5,14,Cosmetic,Beyond_rings,21.866666666666664
8921,23900000.0,Secondary,Лихоборы,9.0,Moscow,3,75.1,39.3,11.6,15,18,European-style renovation,Third_ring,25.03333333333333
8922,15200000.0,Secondary,Говорово,12.0,Moscow,3,59.4,44.7,6.0,5,9,European-style renovation,Beyond_rings,19.8
8923,15000000.0,Secondary,Аминьевская,12.0,Moscow,3,65.0,44.5,9.3,7,12,European-style renovation,Third_ring,21.666666666666668
8925,23999999.0,Secondary,Москва-Товарная,13.0,Moscow,3,78.0,49.0,11.0,14,26,European-style renovation,Second_ring,26.0
8926,14400000.0,Secondary,Ясенево,14.0,Moscow,3,68.1,48.7,6.0,7,9,Without renovation,Beyond_rings,22.7
8928,13000000.0,Secondary,Бибирево,20.0,Moscow,3,55.6,30.2,11.2,5,9,Without renovation,Beyond_rings,18.533333333333335
8930,23500000.0,Secondary,Ольховая,20.0,Moscow,3,90.0,47.6,14.1,8,14,European-style renovation,Beyond_rings,30.0
8931,18300000.0,Secondary,Пятницкое шоссе,8.0,Moscow,3,73.2,39.1,10.2,7,17,Cosmetic,Beyond_rings,24.400000000000002
8932,40000000.0,Secondary,Авиамоторная,18.0,Moscow,3,70.0,50.0,13.0,8,17,European-style renovation,Second_ring,23.333333333333332
8933,24700000.0,Secondary,Площадь Ильича,5.0,Moscow,3,79.5,53.5,8.0,2,4,Without renovation,Second_ring,26.5
8934,18500000.0,Secondary,Коммунарка,23.0,Moscow,3,87.2,46.5,19.8,3,14,Without renovation,Beyond_rings,29.066666666666666
8935,20000000.0,Secondary,Красный Балтиец,6.0,Moscow,3,65.2,46.3,7.8,2,16,Cosmetic,Third_ring,21.733333333333334
8936,23950000.0,Secondary,Мичуринский проспект,7.0,Moscow,3,74.9,50.0,11.0,12,16,European-style renovation,Third_ring,24.96666666666667
8938,12500000.0,Secondary,Беломорская,19.0,Moscow,3,58.8,44.0,6.1,8,9,Cosmetic,Beyond_rings,19.599999999999998
8940,11300000.0,Secondary,Юго-Восточная,8.0,Moscow,3,49.9,35.0,6.0,2,9,Cosmetic,Beyond_rings,16.633333333333333
8941,30000000.0,Secondary,Войковская,12.0,Moscow,3,80.2,52.0,10.0,5,13,Cosmetic,Third_ring,26.733333333333334
8944,16700000.0,Secondary,Юго-Западная,11.0,Moscow,3,63.5,34.2,8.0,7,9,Cosmetic,Beyond_rings,21.166666666666668
8945,17000000.0,Secondary,Профсоюзная,18.0,Moscow,3,56.0,41.0,6.0,1,10,Cosmetic,Third_ring,18.666666666666668
8946,15000000.0,Secondary,Некрасовка,10.0,Moscow,3,82.0,55.0,10.0,3,17,Cosmetic,Beyond_rings,27.333333333333332
8947,40000000.0,Secondary,Аминьевская,10.0,Moscow,3,100.0,55.0,15.0,5,25,Without renovation,Third_ring,33.333333333333336
8948,16100000.0,Secondary,Юго-Западная,16.0,Moscow,3,60.0,42.0,7.0,2,9,Cosmetic,Beyond_rings,20.0
8949,15600000.0,Secondary,Селигерская,9.0,Moscow,3,59.7,43.1,6.0,6,9,Cosmetic,Beyond_rings,19.900000000000002
8950,13600000.0,Secondary,Яхромская,5.0,Moscow,3,65.2,40.5,10.0,1,16,Cosmetic,Beyond_rings,21.733333333333334
8951,14300000.0,Secondary,Сетунь,13.0,Moscow,3,57.6,36.0,6.0,6,9,Cosmetic,Beyond_rings,19.2
8953,30290000.0,Secondary,Октябрьское поле,21.0,Moscow,3,59.4,32.2,15.0,3,24,Designer,Third_ring,19.8
8954,23000000.0,Secondary,Крылатское,3.0,Moscow,3,73.0,46.0,8.5,3,17,Cosmetic,Beyond_rings,24.333333333333332
8956,24600000.0,Secondary,Фонвизинская,10.0,Moscow,3,76.6,44.5,10.0,4,22,European-style renovation,Beyond_rings,25.53333333333333
8957,17500000.0,Secondary,Ясенево,24.0,Moscow,3,74.7,46.0,10.0,11,16,European-style renovation,Beyond_rings,24.900000000000002
8958,27800000.0,Secondary,ВДНХ,16.0,Moscow,3,73.6,44.6,10.0,15,16,Cosmetic,Third_ring,24.53333333333333
8959,36000000.0,Secondary,Аэропорт,11.0,Moscow,3,75.0,45.0,10.0,2,17,European-style renovation,Third_ring,25.0
8961,30500000.0,Secondary,Технопарк,14.0,Moscow,3,66.0,39.4,7.3,11,20,Without renovation,Third_ring,22.0
8962,39500000.0,Secondary,Технопарк,14.0,Moscow,3,70.3,47.0,7.8,2,15,Without renovation,Third_ring,23.433333333333334
8963,34000000.0,Secondary,Электрозаводская,10.0,Moscow,3,76.5,45.5,15.0,6,12,Without renovation,Second_ring,25.5
8964,19500000.0,Secondary,Коммунарка,19.0,Moscow,3,87.0,50.5,14.0,10,17,Cosmetic,Beyond_rings,29.0
8966,40000000.0,Secondary,Маяковская,8.0,Moscow,3,107.5,65.0,15.0,5,7,European-style renovation,Sadovoe,35.833333333333336
8967,17650000.0,Secondary,Стрешнево,16.0,Moscow,3,61.0,34.0,12.0,4,22,Without renovation,Third_ring,20.333333333333332
8968,19250000.0,Secondary,Новаторская,17.0,Moscow,3,56.7,38.7,15.0,2,9,European-style renovation,Third_ring,18.900000000000002
8969,18500000.0,Secondary,Долгопрудная,12.0,Moscow,3,70.0,43.0,13.0,10,14,Cosmetic,Beyond_rings,23.333333333333332
8970,15720000.0,Secondary,Ольховая,26.0,Moscow,3,71.4,38.2,12.5,7,23,Cosmetic,Beyond_rings,23.8
8972,26000000.0,Secondary,Смоленская,10.0,Moscow,3,68.5,45.0,8.0,1,5,Cosmetic,Beyond_rings,22.833333333333332
8973,27400000.0,Secondary,Технопарк,11.0,Moscow,3,64.9,34.9,12.0,8,10,Without renovation,Third_ring,21.633333333333336
8975,15000000.0,Secondary,Соколиная Гора,16.0,Moscow,3,56.3,41.5,6.0,3,9,Cosmetic,Beyond_rings,18.766666666666666
8976,34000000.0,Secondary,Университет,6.0,Moscow,3,82.0,57.0,9.0,8,9,European-style renovation,Third_ring,27.333333333333332
8977,17700000.0,Secondary,Алма-Атинская,6.0,Moscow,3,74.0,45.0,10.5,2,14,European-style renovation,Beyond_rings,24.666666666666668
8979,18000000.0,Secondary,Лианозово,10.0,Moscow,3,74.0,46.0,10.2,7,16,Cosmetic,Beyond_rings,24.666666666666668
8980,14300000.0,Secondary,Выхино,13.0,Moscow,3,56.5,36.0,6.0,5,9,Cosmetic,Beyond_rings,18.833333333333332
8981,16690000.0,Secondary,Лихоборы,6.0,Moscow,3,61.0,37.8,8.4,7,12,Cosmetic,Third_ring,20.333333333333332
8984,24000000.0,Secondary,Петровско-Разумовская,16.0,Moscow,3,70.0,30.0,20.0,16,16,Designer,Third_ring,23.333333333333332
8985,35499999.0,Secondary,ЗИЛ,12.0,Moscow,3,61.0,34.0,9.0,9,20,Designer,Second_ring,20.333333333333332
8987,25000000.0,Secondary,Калитники,10.0,Moscow,3,89.5,58.9,12.4,11,13,European-style renovation,Second_ring,29.833333333333332
8990,28500000.0,Secondary,Спартак,13.0,Moscow,3,72.9,42.1,13.0,8,24,Without renovation,Beyond_rings,24.3
8991,21000000.0,Secondary,ВДНХ,13.0,Moscow,3,74.4,49.0,9.4,14,14,Cosmetic,Third_ring,24.8
8992,18400000.0,Secondary,Пятницкое шоссе,7.0,Moscow,3,75.0,43.0,11.0,13,17,Cosmetic,Beyond_rings,25.0
8993,14500000.0,Secondary,Речной вокзал,20.0,Moscow,3,58.8,43.7,6.0,7,9,Cosmetic,Beyond_rings,19.599999999999998
8994,32000000.0,Secondary,Покровское,25.0,Moscow,3,124.0,70.0,16.0,11,17,Designer,Beyond_rings,41.333333333333336
8998,11850000.0,Secondary,Солнцево,20.0,Moscow,3,56.3,35.5,6.0,2,9,Cosmetic,Beyond_rings,18.766666666666666
8999,18400000.0,Secondary,Алма-Атинская,15.0,Moscow,3,72.0,43.0,10.0,7,17,Cosmetic,Beyond_rings,24.0
9000,13649000.0,Secondary,Беломорская,20.0,Moscow,3,49.6,33.0,6.0,2,9,Cosmetic,Beyond_rings,16.533333333333335
